state, date, name, count, amount
dadra-&-nagar-haveli-&-daman-&-diu,2023-3Q,Insurance,969,1333103.0
dadra-&-nagar-haveli-&-daman-&-diu,2023-2Q,Insurance,694,1058753.0
dadra-&-nagar-haveli-&-daman-&-diu,2023-1Q,Insurance,799,1215168.0
dadra-&-nagar-haveli-&-daman-&-diu,2020-4Q,Insurance,232,149513.0
dadra-&-nagar-haveli-&-daman-&-diu,2020-3Q,Insurance,257,65504.0
dadra-&-nagar-haveli-&-daman-&-diu,2020-2Q,Insurance,651,101029.0
meghalaya,2024-2Q,Insurance,1235,2318007.0
meghalaya,2024-1Q,Insurance,1030,1987107.0
meghalaya,2021-4Q,Insurance,263,451612.0
meghalaya,2021-3Q,Insurance,139,214554.0
meghalaya,2021-2Q,Insurance,139,148434.0
meghalaya,2021-1Q,Insurance,107,128776.0
meghalaya,2022-4Q,Insurance,627,1189529.0
meghalaya,2022-3Q,Insurance,600,1039491.0
meghalaya,2022-2Q,Insurance,379,789094.0
meghalaya,2022-1Q,Insurance,337,729211.0
meghalaya,2023-4Q,Insurance,806,1843364.0
meghalaya,2023-3Q,Insurance,809,1728076.0
meghalaya,2023-2Q,Insurance,730,1551577.0
meghalaya,2023-1Q,Insurance,562,1187523.0
meghalaya,2020-4Q,Insurance,92,71029.0
meghalaya,2020-3Q,Insurance,112,33615.0
meghalaya,2020-2Q,Insurance,41,8829.0
rajasthan,2024-2Q,Insurance,55241,95504657.0
rajasthan,2024-1Q,Insurance,59127,102926410.0
rajasthan,2021-4Q,Insurance,19375,24455262.0
rajasthan,2021-3Q,Insurance,16643,12793862.0
rajasthan,2021-2Q,Insurance,18281,14357445.0
rajasthan,2021-1Q,Insurance,17800,8074225.0
rajasthan,2022-4Q,Insurance,40926,60792838.0
rajasthan,2022-3Q,Insurance,33975,45565544.0
rajasthan,2022-2Q,Insurance,24333,33748931.0
rajasthan,2022-1Q,Insurance,21517,31576932.0
rajasthan,2023-4Q,Insurance,49741,94701652.0
rajasthan,2023-3Q,Insurance,39960,64328784.0
rajasthan,2023-2Q,Insurance,37170,61301449.0
rajasthan,2023-1Q,Insurance,34415,61441050.0
rajasthan,2020-4Q,Insurance,12509,6471573.0
rajasthan,2020-3Q,Insurance,15235,3758527.0
rajasthan,2020-2Q,Insurance,5373,1095933.0
andhra-pradesh,2024-2Q,Insurance,42547,62948281.0
andhra-pradesh,2024-1Q,Insurance,46582,63563802.0
andhra-pradesh,2021-4Q,Insurance,25423,31610335.0
andhra-pradesh,2021-3Q,Insurance,23075,19914338.0
andhra-pradesh,2021-2Q,Insurance,33205,22730687.0
andhra-pradesh,2021-1Q,Insurance,22105,12749874.0
andhra-pradesh,2022-4Q,Insurance,44329,58043239.0
andhra-pradesh,2022-3Q,Insurance,39301,48791931.0
andhra-pradesh,2022-2Q,Insurance,32185,41708072.0
andhra-pradesh,2022-1Q,Insurance,29954,42648157.0
andhra-pradesh,2023-4Q,Insurance,41798,62342423.0
andhra-pradesh,2023-3Q,Insurance,43150,57802396.0
andhra-pradesh,2023-2Q,Insurance,36376,52067478.0
andhra-pradesh,2023-1Q,Insurance,34920,51963355.0
andhra-pradesh,2020-4Q,Insurance,21464,12985632.0
andhra-pradesh,2020-3Q,Insurance,49812,12426481.0
andhra-pradesh,2020-2Q,Insurance,22104,3982391.0
himachal-pradesh,2024-2Q,Insurance,5194,10008705.0
himachal-pradesh,2024-1Q,Insurance,5430,10433254.0
himachal-pradesh,2021-4Q,Insurance,2474,4667661.0
himachal-pradesh,2021-3Q,Insurance,1759,2444545.0
himachal-pradesh,2021-2Q,Insurance,1210,1402338.0
himachal-pradesh,2021-1Q,Insurance,1064,906492.0
himachal-pradesh,2022-4Q,Insurance,4565,9060436.0
himachal-pradesh,2022-3Q,Insurance,3641,6161692.0
himachal-pradesh,2022-2Q,Insurance,2831,5371078.0
himachal-pradesh,2022-1Q,Insurance,2768,5234739.0
himachal-pradesh,2023-4Q,Insurance,5211,11898824.0
himachal-pradesh,2023-3Q,Insurance,3935,7869767.0
himachal-pradesh,2023-2Q,Insurance,4197,8499425.0
himachal-pradesh,2023-1Q,Insurance,3909,7826133.0
himachal-pradesh,2020-4Q,Insurance,710,630966.0
himachal-pradesh,2020-3Q,Insurance,531,165559.0
himachal-pradesh,2020-2Q,Insurance,392,77936.0
kerala,2024-2Q,Insurance,65271,108142369.0
kerala,2024-1Q,Insurance,73106,115101791.0
kerala,2021-4Q,Insurance,19199,31260319.0
kerala,2021-3Q,Insurance,10926,13255646.0
kerala,2021-2Q,Insurance,9530,9676588.0
kerala,2021-1Q,Insurance,5731,5040506.0
kerala,2022-4Q,Insurance,65563,103982997.0
kerala,2022-3Q,Insurance,54587,85390924.0
kerala,2022-2Q,Insurance,35667,59920203.0
kerala,2022-1Q,Insurance,37110,64172190.0
kerala,2023-4Q,Insurance,73543,121905046.0
kerala,2023-3Q,Insurance,66059,110021582.0
kerala,2023-2Q,Insurance,61032,100620604.0
kerala,2023-1Q,Insurance,62377,101786828.0
kerala,2020-4Q,Insurance,5479,4445525.0
kerala,2020-3Q,Insurance,8811,2830361.0
kerala,2020-2Q,Insurance,1588,360216.0
goa,2024-2Q,Insurance,5021,7178558.0
goa,2024-1Q,Insurance,5225,7528093.0
goa,2021-4Q,Insurance,2087,2737316.0
goa,2021-3Q,Insurance,1214,1385986.0
goa,2021-2Q,Insurance,1016,1028339.0
goa,2021-1Q,Insurance,879,827384.0
goa,2022-4Q,Insurance,4388,6190669.0
goa,2022-3Q,Insurance,3157,4142108.0
goa,2022-2Q,Insurance,3524,5093510.0
goa,2022-1Q,Insurance,2634,3865245.0
goa,2023-4Q,Insurance,4883,7411001.0
goa,2023-3Q,Insurance,3927,5646054.0
goa,2023-2Q,Insurance,4166,5930801.0
goa,2023-1Q,Insurance,4097,5859549.0
goa,2020-4Q,Insurance,614,682364.0
goa,2020-3Q,Insurance,683,196864.0
goa,2020-2Q,Insurance,341,71100.0
andaman-&-nicobar-islands,2024-2Q,Insurance,1097,1744694.0
andaman-&-nicobar-islands,2024-1Q,Insurance,1371,1964556.0
andaman-&-nicobar-islands,2021-4Q,Insurance,757,1056380.0
andaman-&-nicobar-islands,2021-3Q,Insurance,230,305235.0
andaman-&-nicobar-islands,2021-2Q,Insurance,137,181504.0
andaman-&-nicobar-islands,2021-1Q,Insurance,225,244266.0
andaman-&-nicobar-islands,2022-4Q,Insurance,901,1441210.0
andaman-&-nicobar-islands,2022-3Q,Insurance,643,902466.0
andaman-&-nicobar-islands,2022-2Q,Insurance,501,779740.0
andaman-&-nicobar-islands,2022-1Q,Insurance,768,1131287.0
andaman-&-nicobar-islands,2023-4Q,Insurance,1145,1757821.0
andaman-&-nicobar-islands,2023-3Q,Insurance,795,1251145.0
andaman-&-nicobar-islands,2023-2Q,Insurance,768,1233395.0
andaman-&-nicobar-islands,2023-1Q,Insurance,1004,1439198.0
andaman-&-nicobar-islands,2020-4Q,Insurance,124,157975.0
andaman-&-nicobar-islands,2020-3Q,Insurance,41,15380.0
andaman-&-nicobar-islands,2020-2Q,Insurance,6,1360.0
west-bengal,2024-2Q,Insurance,67048,89476633.0
west-bengal,2024-1Q,Insurance,79576,104987909.0
west-bengal,2021-4Q,Insurance,26320,31282871.0
west-bengal,2021-3Q,Insurance,24839,21424337.0
west-bengal,2021-2Q,Insurance,15200,12396029.0
west-bengal,2021-1Q,Insurance,15488,11172042.0
west-bengal,2022-4Q,Insurance,54277,70466433.0
west-bengal,2022-3Q,Insurance,47853,59092307.0
west-bengal,2022-2Q,Insurance,33542,41737021.0
west-bengal,2022-1Q,Insurance,38779,51160527.0
west-bengal,2023-4Q,Insurance,72712,100365562.0
west-bengal,2023-3Q,Insurance,58131,76359312.0
west-bengal,2023-2Q,Insurance,49792,65204280.0
west-bengal,2023-1Q,Insurance,56833,77461732.0
west-bengal,2020-4Q,Insurance,10233,7510455.0
west-bengal,2020-3Q,Insurance,12596,2878482.0
west-bengal,2020-2Q,Insurance,7619,1432764.0
puducherry,2024-2Q,Insurance,2304,3322997.0
puducherry,2024-1Q,Insurance,2702,3793554.0
puducherry,2021-4Q,Insurance,786,946607.0
puducherry,2021-3Q,Insurance,561,556442.0
puducherry,2021-2Q,Insurance,526,508277.0
puducherry,2021-1Q,Insurance,372,351827.0
puducherry,2022-4Q,Insurance,2331,2693130.0
puducherry,2022-3Q,Insurance,1585,2025529.0
puducherry,2022-2Q,Insurance,1156,1597786.0
puducherry,2022-1Q,Insurance,1199,1663404.0
puducherry,2023-4Q,Insurance,2447,3419395.0
puducherry,2023-3Q,Insurance,2232,2891647.0
puducherry,2023-2Q,Insurance,1809,2614006.0
puducherry,2023-1Q,Insurance,1955,2593091.0
puducherry,2020-4Q,Insurance,234,197955.0
puducherry,2020-3Q,Insurance,191,58399.0
puducherry,2020-2Q,Insurance,112,22251.0
delhi,2024-2Q,Insurance,46189,68046072.0
delhi,2024-1Q,Insurance,53050,76232346.0
delhi,2021-4Q,Insurance,34251,36578331.0
delhi,2021-3Q,Insurance,16679,15007079.0
delhi,2021-2Q,Insurance,13292,10840929.0
delhi,2021-1Q,Insurance,12822,9655261.0
delhi,2022-4Q,Insurance,48908,60603173.0
delhi,2022-3Q,Insurance,35944,41570160.0
delhi,2022-2Q,Insurance,26378,31787281.0
delhi,2022-1Q,Insurance,28232,35442069.0
delhi,2023-4Q,Insurance,56336,77332401.0
delhi,2023-3Q,Insurance,47113,58878500.0
delhi,2023-2Q,Insurance,41358,54951108.0
delhi,2023-1Q,Insurance,45821,61040038.0
delhi,2020-4Q,Insurance,9725,8045442.0
delhi,2020-3Q,Insurance,7588,1927285.0
delhi,2020-2Q,Insurance,11716,1897480.0
manipur,2024-2Q,Insurance,346,647411.0
manipur,2024-1Q,Insurance,385,685052.0
manipur,2021-4Q,Insurance,145,271789.0
manipur,2021-3Q,Insurance,111,133016.0
manipur,2021-2Q,Insurance,127,81332.0
manipur,2021-1Q,Insurance,136,72254.0
manipur,2022-4Q,Insurance,271,620655.0
manipur,2022-3Q,Insurance,200,403213.0
manipur,2022-2Q,Insurance,218,553649.0
manipur,2022-1Q,Insurance,177,517854.0
manipur,2023-4Q,Insurance,225,476626.0
manipur,2023-3Q,Insurance,76,193021.0
manipur,2023-2Q,Insurance,123,341671.0
manipur,2023-1Q,Insurance,222,632084.0
manipur,2020-4Q,Insurance,90,49057.0
manipur,2020-3Q,Insurance,134,45164.0
manipur,2020-2Q,Insurance,55,12554.0
jharkhand,2024-2Q,Insurance,22224,32245129.0
jharkhand,2024-1Q,Insurance,24824,34332990.0
jharkhand,2021-4Q,Insurance,8465,11190423.0
jharkhand,2021-3Q,Insurance,6794,7046048.0
jharkhand,2021-2Q,Insurance,5180,5084230.0
jharkhand,2021-1Q,Insurance,4879,3274851.0
jharkhand,2022-4Q,Insurance,16779,23147805.0
jharkhand,2022-3Q,Insurance,14388,18156857.0
jharkhand,2022-2Q,Insurance,9477,13464840.0
jharkhand,2022-1Q,Insurance,9373,13819466.0
jharkhand,2023-4Q,Insurance,22398,33484644.0
jharkhand,2023-3Q,Insurance,19478,25165702.0
jharkhand,2023-2Q,Insurance,16662,23216215.0
jharkhand,2023-1Q,Insurance,16108,23823406.0
jharkhand,2020-4Q,Insurance,3659,2857024.0
jharkhand,2020-3Q,Insurance,5368,1349934.0
jharkhand,2020-2Q,Insurance,2063,405031.0
chhattisgarh,2024-2Q,Insurance,15724,25935743.0
chhattisgarh,2024-1Q,Insurance,19579,30083259.0
chhattisgarh,2021-4Q,Insurance,6029,8229039.0
chhattisgarh,2021-3Q,Insurance,4676,3568837.0
chhattisgarh,2021-2Q,Insurance,5055,3813417.0
chhattisgarh,2021-1Q,Insurance,4712,2620468.0
chhattisgarh,2022-4Q,Insurance,11994,18137856.0
chhattisgarh,2022-3Q,Insurance,8849,12119470.0
chhattisgarh,2022-2Q,Insurance,7008,10119964.0
chhattisgarh,2022-1Q,Insurance,6612,10139190.0
chhattisgarh,2023-4Q,Insurance,17300,29704673.0
chhattisgarh,2023-3Q,Insurance,11927,17838382.0
chhattisgarh,2023-2Q,Insurance,10514,16389610.0
chhattisgarh,2023-1Q,Insurance,10460,16577191.0
chhattisgarh,2020-4Q,Insurance,3757,2249901.0
chhattisgarh,2020-3Q,Insurance,4702,1393656.0
chhattisgarh,2020-2Q,Insurance,1346,279005.0
uttarakhand,2024-2Q,Insurance,10311,17754447.0
uttarakhand,2024-1Q,Insurance,11533,19531483.0
uttarakhand,2021-4Q,Insurance,5529,7849020.0
uttarakhand,2021-3Q,Insurance,4111,4646571.0
uttarakhand,2021-2Q,Insurance,2742,3265717.0
uttarakhand,2021-1Q,Insurance,2607,2719327.0
uttarakhand,2022-4Q,Insurance,8750,13817747.0
uttarakhand,2022-3Q,Insurance,6784,10070172.0
uttarakhand,2022-2Q,Insurance,5773,9168313.0
uttarakhand,2022-1Q,Insurance,5339,8824948.0
uttarakhand,2023-4Q,Insurance,10040,19045152.0
uttarakhand,2023-3Q,Insurance,7856,12636749.0
uttarakhand,2023-2Q,Insurance,8051,14034915.0
uttarakhand,2023-1Q,Insurance,7552,13599026.0
uttarakhand,2020-4Q,Insurance,1756,1961891.0
uttarakhand,2020-3Q,Insurance,1403,418543.0
uttarakhand,2020-2Q,Insurance,660,134899.0
punjab,2024-2Q,Insurance,14129,27164397.0
punjab,2024-1Q,Insurance,14729,28213940.0
punjab,2021-4Q,Insurance,6638,9912828.0
punjab,2021-3Q,Insurance,4887,5271559.0
punjab,2021-2Q,Insurance,4047,3768919.0
punjab,2021-1Q,Insurance,3783,2558380.0
punjab,2022-4Q,Insurance,12187,21727831.0
punjab,2022-3Q,Insurance,12370,19381895.0
punjab,2022-2Q,Insurance,9175,15465367.0
punjab,2022-1Q,Insurance,7475,13155682.0
punjab,2023-4Q,Insurance,13777,28715828.0
punjab,2023-3Q,Insurance,14048,24461488.0
punjab,2023-2Q,Insurance,13187,24998175.0
punjab,2023-1Q,Insurance,10816,23330966.0
punjab,2020-4Q,Insurance,2451,1884291.0
punjab,2020-3Q,Insurance,2488,684753.0
punjab,2020-2Q,Insurance,2036,399452.0
assam,2024-2Q,Insurance,22368,34796603.0
assam,2024-1Q,Insurance,33097,48107248.0
assam,2021-4Q,Insurance,8622,13962068.0
assam,2021-3Q,Insurance,4495,6010865.0
assam,2021-2Q,Insurance,3265,3008122.0
assam,2021-1Q,Insurance,3167,2334419.0
assam,2022-4Q,Insurance,18826,29239168.0
assam,2022-3Q,Insurance,14149,22543564.0
assam,2022-2Q,Insurance,9228,15357811.0
assam,2022-1Q,Insurance,16230,27447766.0
assam,2023-4Q,Insurance,23168,38731734.0
assam,2023-3Q,Insurance,22593,35618158.0
assam,2023-2Q,Insurance,16475,28368139.0
assam,2023-1Q,Insurance,22100,36963888.0
assam,2020-4Q,Insurance,2413,1806801.0
assam,2020-3Q,Insurance,2206,599450.0
assam,2020-2Q,Insurance,978,210034.0
haryana,2024-2Q,Insurance,46085,74779879.0
haryana,2024-1Q,Insurance,50391,81816509.0
haryana,2021-4Q,Insurance,19489,25885838.0
haryana,2021-3Q,Insurance,14163,13215898.0
haryana,2021-2Q,Insurance,12516,11272453.0
haryana,2021-1Q,Insurance,11038,7297880.0
haryana,2022-4Q,Insurance,37971,56627115.0
haryana,2022-3Q,Insurance,35346,45402800.0
haryana,2022-2Q,Insurance,25352,33759068.0
haryana,2022-1Q,Insurance,22783,32526943.0
haryana,2023-4Q,Insurance,47506,80747159.0
haryana,2023-3Q,Insurance,42815,61782311.0
haryana,2023-2Q,Insurance,40710,62186066.0
haryana,2023-1Q,Insurance,37287,61127194.0
haryana,2020-4Q,Insurance,8283,5974278.0
haryana,2020-3Q,Insurance,7139,1884868.0
haryana,2020-2Q,Insurance,6321,1179814.0
arunachal-pradesh,2024-2Q,Insurance,1147,2353015.0
arunachal-pradesh,2024-1Q,Insurance,1100,2419700.0
arunachal-pradesh,2021-4Q,Insurance,320,598459.0
arunachal-pradesh,2021-3Q,Insurance,212,371051.0
arunachal-pradesh,2021-2Q,Insurance,204,224928.0
arunachal-pradesh,2021-1Q,Insurance,194,131611.0
arunachal-pradesh,2022-4Q,Insurance,613,1464572.0
arunachal-pradesh,2022-3Q,Insurance,510,1300304.0
arunachal-pradesh,2022-2Q,Insurance,564,1360231.0
arunachal-pradesh,2022-1Q,Insurance,355,894107.0
arunachal-pradesh,2023-4Q,Insurance,809,2105408.0
arunachal-pradesh,2023-3Q,Insurance,718,1904786.0
arunachal-pradesh,2023-2Q,Insurance,696,2095988.0
arunachal-pradesh,2023-1Q,Insurance,606,1747475.0
arunachal-pradesh,2020-4Q,Insurance,125,84247.0
arunachal-pradesh,2020-3Q,Insurance,135,39687.0
arunachal-pradesh,2020-2Q,Insurance,65,14329.0
chandigarh,2024-2Q,Insurance,1798,3177315.0
chandigarh,2024-1Q,Insurance,1730,3143984.0
chandigarh,2021-4Q,Insurance,710,835813.0
chandigarh,2021-3Q,Insurance,494,469634.0
chandigarh,2021-2Q,Insurance,378,310943.0
chandigarh,2021-1Q,Insurance,338,238576.0
chandigarh,2022-4Q,Insurance,1403,2024528.0
chandigarh,2022-3Q,Insurance,1533,1998439.0
chandigarh,2022-2Q,Insurance,1330,1874959.0
chandigarh,2022-1Q,Insurance,792,1150932.0
chandigarh,2023-4Q,Insurance,1767,3053934.0
chandigarh,2023-3Q,Insurance,1883,2660630.0
chandigarh,2023-2Q,Insurance,1704,2501107.0
chandigarh,2023-1Q,Insurance,1520,2415574.0
chandigarh,2020-4Q,Insurance,200,153341.0
chandigarh,2020-3Q,Insurance,264,70969.0
chandigarh,2020-2Q,Insurance,149,29537.0
odisha,2024-2Q,Insurance,24579,36840474.0
odisha,2024-1Q,Insurance,27977,40032495.0
odisha,2021-4Q,Insurance,9093,10941626.0
odisha,2021-3Q,Insurance,7967,6008686.0
odisha,2021-2Q,Insurance,7942,5832924.0
odisha,2021-1Q,Insurance,8236,4383330.0
odisha,2022-4Q,Insurance,24538,33565401.0
odisha,2022-3Q,Insurance,18898,23308531.0
odisha,2022-2Q,Insurance,12371,16631095.0
odisha,2022-1Q,Insurance,9627,14539309.0
odisha,2023-4Q,Insurance,25065,39753392.0
odisha,2023-3Q,Insurance,20263,29008350.0
odisha,2023-2Q,Insurance,22163,31307110.0
odisha,2023-1Q,Insurance,18899,29360555.0
odisha,2020-4Q,Insurance,7526,4208701.0
odisha,2020-3Q,Insurance,10955,2640191.0
odisha,2020-2Q,Insurance,2981,615193.0
nagaland,2024-2Q,Insurance,418,685292.0
nagaland,2024-1Q,Insurance,526,925684.0
nagaland,2021-4Q,Insurance,183,341424.0
nagaland,2021-3Q,Insurance,91,123643.0
nagaland,2021-2Q,Insurance,85,139479.0
nagaland,2021-1Q,Insurance,79,42973.0
nagaland,2022-4Q,Insurance,367,700864.0
nagaland,2022-3Q,Insurance,210,439669.0
nagaland,2022-2Q,Insurance,186,380878.0
nagaland,2022-1Q,Insurance,242,529223.0
nagaland,2023-4Q,Insurance,331,822973.0
nagaland,2023-3Q,Insurance,268,632287.0
nagaland,2023-2Q,Insurance,269,628890.0
nagaland,2023-1Q,Insurance,320,704957.0
nagaland,2020-4Q,Insurance,62,38836.0
nagaland,2020-3Q,Insurance,89,20798.0
nagaland,2020-2Q,Insurance,41,9791.0
jammu-&-kashmir,2024-2Q,Insurance,7397,14237707.0
jammu-&-kashmir,2024-1Q,Insurance,7313,14695182.0
jammu-&-kashmir,2021-4Q,Insurance,3113,5223317.0
jammu-&-kashmir,2021-3Q,Insurance,1452,2139133.0
jammu-&-kashmir,2021-2Q,Insurance,1197,1832089.0
jammu-&-kashmir,2021-1Q,Insurance,1105,1546288.0
jammu-&-kashmir,2022-4Q,Insurance,5031,10111183.0
jammu-&-kashmir,2022-3Q,Insurance,4794,8281826.0
jammu-&-kashmir,2022-2Q,Insurance,4071,7729792.0
jammu-&-kashmir,2022-1Q,Insurance,3584,7244267.0
jammu-&-kashmir,2023-4Q,Insurance,6264,13932309.0
jammu-&-kashmir,2023-3Q,Insurance,5453,10975874.0
jammu-&-kashmir,2023-2Q,Insurance,5262,10974839.0
jammu-&-kashmir,2023-1Q,Insurance,4555,10275877.0
jammu-&-kashmir,2020-4Q,Insurance,647,734861.0
jammu-&-kashmir,2020-3Q,Insurance,441,133339.0
jammu-&-kashmir,2020-2Q,Insurance,206,48484.0
ladakh,2024-2Q,Insurance,415,964349.0
ladakh,2024-1Q,Insurance,291,614435.0
ladakh,2021-4Q,Insurance,76,195966.0
ladakh,2021-3Q,Insurance,192,174052.0
ladakh,2021-2Q,Insurance,46,86251.0
ladakh,2021-1Q,Insurance,32,34530.0
ladakh,2022-4Q,Insurance,162,410091.0
ladakh,2022-3Q,Insurance,137,369742.0
ladakh,2022-2Q,Insurance,113,269446.0
ladakh,2022-1Q,Insurance,75,193935.0
ladakh,2023-4Q,Insurance,242,718967.0
ladakh,2023-3Q,Insurance,232,649027.0
ladakh,2023-2Q,Insurance,215,635831.0
ladakh,2023-1Q,Insurance,161,495736.0
ladakh,2020-4Q,Insurance,27,34206.0
ladakh,2020-3Q,Insurance,33,10260.0
ladakh,2020-2Q,Insurance,14,2538.0
telangana,2024-2Q,Insurance,56941,96037304.0
telangana,2024-1Q,Insurance,67388,105607539.0
telangana,2021-4Q,Insurance,34848,38845492.0
telangana,2021-3Q,Insurance,27080,20925217.0
telangana,2021-2Q,Insurance,28870,20935651.0
telangana,2021-1Q,Insurance,28298,14810947.0
telangana,2022-4Q,Insurance,64655,88544127.0
telangana,2022-3Q,Insurance,51465,64798126.0
telangana,2022-2Q,Insurance,45600,58056956.0
telangana,2022-1Q,Insurance,36325,51942016.0
telangana,2023-4Q,Insurance,63993,105605522.0
telangana,2023-3Q,Insurance,61523,84397465.0
telangana,2023-2Q,Insurance,55118,79238968.0
telangana,2023-1Q,Insurance,54508,82678207.0
telangana,2020-4Q,Insurance,20961,11339099.0
telangana,2020-3Q,Insurance,34395,8406543.0
telangana,2020-2Q,Insurance,19003,3419453.0
mizoram,2024-2Q,Insurance,214,331455.0
mizoram,2024-1Q,Insurance,277,427693.0
mizoram,2021-4Q,Insurance,100,175847.0
mizoram,2021-3Q,Insurance,81,83641.0
mizoram,2021-2Q,Insurance,187,124805.0
mizoram,2021-1Q,Insurance,415,302841.0
mizoram,2022-4Q,Insurance,350,612551.0
mizoram,2022-3Q,Insurance,310,471306.0
mizoram,2022-2Q,Insurance,76,115090.0
mizoram,2022-1Q,Insurance,85,189428.0
mizoram,2023-4Q,Insurance,312,557950.0
mizoram,2023-3Q,Insurance,166,271799.0
mizoram,2023-2Q,Insurance,119,232928.0
mizoram,2023-1Q,Insurance,171,326688.0
mizoram,2020-4Q,Insurance,81,119124.0
mizoram,2020-3Q,Insurance,74,24691.0
mizoram,2020-2Q,Insurance,31,7322.0
karnataka,2024-2Q,Insurance,142599,239304982.0
karnataka,2024-1Q,Insurance,169357,264708700.0
karnataka,2021-4Q,Insurance,74436,90723288.0
karnataka,2021-3Q,Insurance,47468,48078366.0
karnataka,2021-2Q,Insurance,40969,39501006.0
karnataka,2021-1Q,Insurance,37595,30183325.0
karnataka,2022-4Q,Insurance,133971,185063287.0
karnataka,2022-3Q,Insurance,110273,144605784.0
karnataka,2022-2Q,Insurance,93385,123228632.0
karnataka,2022-1Q,Insurance,95640,130733580.0
karnataka,2023-4Q,Insurance,156076,248056311.0
karnataka,2023-3Q,Insurance,139699,199448538.0
karnataka,2023-2Q,Insurance,117232,175704013.0
karnataka,2023-1Q,Insurance,127376,186543426.0
karnataka,2020-4Q,Insurance,31747,26814968.0
karnataka,2020-3Q,Insurance,53701,12407394.0
karnataka,2020-2Q,Insurance,27358,4794150.0
lakshadweep,2024-2Q,Insurance,26,33630.0
lakshadweep,2024-1Q,Insurance,15,12935.0
lakshadweep,2021-4Q,Insurance,11,17096.0
lakshadweep,2021-3Q,Insurance,19,16034.0
lakshadweep,2021-2Q,Insurance,5,6962.0
lakshadweep,2021-1Q,Insurance,4,5225.0
lakshadweep,2022-4Q,Insurance,15,27135.0
lakshadweep,2022-3Q,Insurance,38,41504.0
lakshadweep,2022-2Q,Insurance,18,27463.0
lakshadweep,2022-1Q,Insurance,27,34664.0
lakshadweep,2023-4Q,Insurance,53,78346.0
lakshadweep,2023-3Q,Insurance,12,12407.0
lakshadweep,2023-2Q,Insurance,15,38384.0
lakshadweep,2023-1Q,Insurance,26,30199.0
lakshadweep,2020-3Q,Insurance,4,1199.0
gujarat,2024-2Q,Insurance,44007,63866463.0
gujarat,2024-1Q,Insurance,44665,62633910.0
gujarat,2021-4Q,Insurance,19142,23282921.0
gujarat,2021-3Q,Insurance,15348,12341903.0
gujarat,2021-2Q,Insurance,14676,10263998.0
gujarat,2021-1Q,Insurance,12673,7288104.0
gujarat,2022-4Q,Insurance,36418,50629325.0
gujarat,2022-3Q,Insurance,31302,37557227.0
gujarat,2022-2Q,Insurance,25381,32090965.0
gujarat,2022-1Q,Insurance,22221,29953433.0
gujarat,2023-4Q,Insurance,41128,66735446.0
gujarat,2023-3Q,Insurance,51049,65768085.0
gujarat,2023-2Q,Insurance,32484,46254095.0
gujarat,2023-1Q,Insurance,32600,46937694.0
gujarat,2020-4Q,Insurance,9990,6055037.0
gujarat,2020-3Q,Insurance,12525,3335812.0
gujarat,2020-2Q,Insurance,7697,1430591.0
bihar,2024-2Q,Insurance,49101,65285065.0
bihar,2024-1Q,Insurance,51592,63844442.0
bihar,2021-4Q,Insurance,22456,27313813.0
bihar,2021-3Q,Insurance,18030,18234941.0
bihar,2021-2Q,Insurance,14301,13301581.0
bihar,2021-1Q,Insurance,12554,8796619.0
bihar,2022-4Q,Insurance,33895,43914519.0
bihar,2022-3Q,Insurance,28511,34704251.0
bihar,2022-2Q,Insurance,21892,28212833.0
